name,skill_download_count,skill_install_count,skill_star_count,skill_fork_count,developer,developer_is_org,developer_github_stars,domain,ambiguous_permissions,source_plat,declaration_atomic_ids,implementation_atomic_ids
analyzer,,,1425,319,ComposioHQ,True,98912,Dom-7,F,skillsmp,"G1,R7",
googlebigquery-automation,,,55259,5931,ComposioHQ,True,98912,Dom-7,F,skillsmp,"I4,Q1,Q2,R7",
forecasting-time-series-data,,48.0,1990,269,jeremylongshore,False,2092,Dom-7,T,skill.sh,"G1,Q2,R1,X1","G1,X1"
semrush-automation,,,55259,5931,ComposioHQ,True,98912,Dom-7,F,skillsmp,"A3,G1,O3,Q1,Q4,R1,R7",
claude-code-sessions,,,24807,2453,davila7,False,26056,Dom-7,F,skillsmp,"I4,O3,O4,Q1,R1,R3,R8,X7,X8",
microsoft-clarity-automation,,,55259,5931,ComposioHQ,True,98912,Dom-7,F,skillsmp,"G1,Q2,R1,R7",
test-report-generator,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,"G1,Q2",
data-quality-auditor,,,12098,1590,alirezarezvani,False,14432,Dom-7,T,skillsmp,"A5,G1,Q1,Q4,R1,R7,R9","A2,A5,G1,Q2,Q4,R10,R5,U2,X1"
recap,,17.0,2781,317,davepoon,False,2817,Dom-7,T,skill.sh,"A4,I3,Q1",
exploratory-data-analysis,,,19021,2131,K-Dense-AI,True,23527,Dom-7,T,skillsmp,"A4,G1,G3,G5,K2,O3,O4,Q1,Q2,Q3,Q4,R1,R7,R9,S1,S3,S4,U1,W3,X3,X4,X8","A5,C4,G1,G2,G5,K4,O4,Q1,Q2,Q3,Q4,R1,R10,R5,S1,S3,S4,U1,U2,X3,X4,X6,X8"
statsmodels,,195.0,24807,2453,davila7,False,26056,Dom-7,F,skill.sh,"G1,I3,O4,Q1,Q2,Q4,R7,R9","G1,O4,Q2,Q4,U2"
analyzing-text-sentiment,,25.0,1990,269,jeremylongshore,False,2092,Dom-7,T,skill.sh,"G1,K5,Q4,R1,X1","G1,G4,Q4,R10,R9,X1,X6"
data-analyst,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,"G1,Q1",
excel-analysis,,,24807,2453,davila7,False,26056,Dom-7,T,skillsmp,"G1,G5,Q1,Q2,R10",
power-bi-report-design-consultation,,7182.0,30605,3652,github,True,665129,Dom-7,T,skill.sh,"G1,O4,Q1,Q2,Q4,R1",
chart-visualization,,226.0,63061,8183,bytedance,True,295783,Dom-7,T,skill.sh,"G1,I3,Q2,R1,R7,R8","R1,W1"
regression-analysis-tool,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,G1,
datanalysis-credit-risk,,5354.0,30605,3652,github,True,665129,Dom-7,T,skill.sh,"G1,Q1,R1,R7,R8","A5,G1,Q2,Q4,R10,U2,X1"
klingai-usage-analytics,,,1990,269,jeremylongshore,False,2092,Dom-7,T,skillsmp,"A3,G1,Q2,R1,X1","A7,G1,Q2,R1,R5,X6"
groq-core-workflow-b,,24.0,1990,269,jeremylongshore,False,2092,Dom-8,T,skill.sh,"O3,R1,R7,X1,X7",
assemblyai-core-workflow-b,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"C5,G1,I4,Q1,R1,R7,S2,X1,X4,X7",
elevenlabs-stt,,1444.0,356,63,inferen-sh,True,0,Dom-8,T,skill.sh,"Q1,R1,R8,X1,X8",
remove-bg-automation,,,55259,5931,ComposioHQ,True,98912,Dom-8,T,skillsmp,"I4,O3,Q1,R1,R7,X7",
blip-2,,,7151,552,Orchestra-Research,True,7151,Dom-8,T,skillsmp,"A3,A5,G1,O3,O4,Q1,Q2,Q4,R1,R7,R8,R9,X4,X7,X8","G1,G5,Q1,Q2,Q4,R5,S1,W1,W3,X1,X4,X5,X6,X7,X8"
accessibility-auditor,0.0,,24807,2453,davila7,False,26056,Dom-8,T,skillsdirectory,"A4,O4,Q1,Q2,Q3,Q4,R1",
klingai-camera-control,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"G1,I3,R1,S1,X1","I4,R1,S1,W1,X5,X7"
platerecognizer-automation,,,55259,5931,ComposioHQ,True,98912,Dom-8,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
llava,,,7151,552,Orchestra-Research,True,7151,Dom-8,T,skillsmp,"G1,O3,Q1,Q4,R1,R8,X4,X7,X8","A5,G5,Q4,R5,X6"
paddleocr-text-recognition,,,76044,10265,PaddlePaddle,True,253195,Dom-8,T,skillsmp,"A3,A7,G3,I3,Q1,Q2,Q4,R1,R2,R7,R8,U1,X1,X5,X7","G2,G3,G4,I4,R10,R5,R6,U2,W1,W2,X1,X4,X5,X6,X7,X8"
computer-vision-processor,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"G1,Q1,Q4,R1",
accessibility,,3707.0,1781,152,addyosmani,False,81168,Dom-8,T,skill.sh,"A4,G1,I3,Q1,Q2,Q3,R1,R7,X3,X4,X8","A2,A4,G1,Q4,X3"
whisper,,,7151,552,Orchestra-Research,True,7151,Dom-8,T,skillsmp,"A5,A7,G1,I3,O3,Q1,R1,R7,R8,X4","Q4,R1"
elevenlabs-core-workflow-b,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"I3,R1,R7,X1,X8",
processing-computer-vision-tasks,,25.0,1990,269,jeremylongshore,False,2092,Dom-8,T,skill.sh,"G1,Q1,Q4,R1,X1","G1,G4,Q4,R10,R9,X1,X6"
senior-computer-vision,,228.0,12098,1590,alirezarezvani,False,14432,Dom-8,T,skill.sh,"A3,G1,I3,O3,Q1,Q2,Q4,R1,R7,R8,R9,S1,X7","C1,G1,G2,G5,Q1,Q2,Q4,R1,R10,R5,R9,S1,S7,U2,X1,X4,X6"
google-cloud-vision-automation,,,55259,5931,ComposioHQ,True,98912,Dom-8,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
local-tts,,,1990,269,jeremylongshore,False,2092,Dom-8,T,skillsmp,"I4,O3,Q3,Q4,R1,R8,X1,X4",
multimodal-segment-anything,,,24807,2453,davila7,False,26056,Dom-8,T,skillsmp,"O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,G5,Q2,R1,R5,R9,U2,W3,X1,X2,X4,X6,X8"
segment-anything,,,106078,15187,NousResearch,True,115167,Dom-8,T,skillsmp,"O3,Q1,Q2,R1,R6,R7,R8,R9,X4,X8","G1,G5,Q2,R1,R5,R9,U2,W3,X1,X2,X4,X6,X8"
add-image-vision,,,27598,12502,gavrielc,False,1276,Dom-8,T,skillsmp,"Q2,R4,R8,X3,X4,X8",
clip,,,106078,15187,NousResearch,True,115167,Dom-8,T,skillsmp,"O3,Q1,Q4,R8,X4,X8","G5,Q4,R5"
scanning-accessibility,,21.0,1990,269,jeremylongshore,False,2092,Dom-8,T,skill.sh,"G1,I3,Q3,R1,R7,R8,X1","G1,Q3,Q4,U4"
speech-to-text,,5330.0,356,63,inferen-sh,True,0,Dom-8,T,skill.sh,"Q1,R1,R7,R8,X1,X8",
elevenlabs-voice-changer,,1444.0,356,63,inferen-sh,True,0,Dom-8,T,skill.sh,"Q1,R1,R8,X1,X8",
agentation-self-driving,,1835.0,3417,273,benjitaylor,False,3984,Dom-11,T,skill.sh,"A5,A7,Q1,Q2,R7,R8,X1,X3,X4,X7","A4,G1"
web-design-guidelines,,10.0,1023,121,jarrodwatts,False,23458,Dom-11,T,skill.sh,"R1,R8",X8
design-system-starter,,218.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"A5,I3,Q1,Q2,Q3,R1,R7,R8,X3,X7","A4,A5,G1,O4,R8,X1,X3"
design-system,,69.0,43631,4655,getsentry,True,109432,Dom-11,T,skill.sh,"A2,Q1,R1,X3,X7",
team-ui-polish,,,1845,147,catlog22,False,2012,Dom-11,T,skillsmp,"A5,A7,G1,G2,I3,O4,Q1,Q2,Q4,R1,S3,U1,X1,X3,X7,X8","A5,A7,C2,G1,G2,O4,Q1,Q4,S3,U1,X1,X3,X8"
computer-use-agents,,225.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"A5,C3,Q1,R1,R7,U1,U2,X1,X3,X7,X8",
excalidraw-diagram-generator,,9799.0,30605,3652,github,True,665129,Dom-11,T,skill.sh,"G3,I3,Q1,Q3,Q4,R1,R7,X3,X7","Q4,R1,R5,R9,X1,X6"
browser-qa,0.0,,162357,25224,affaan-m,False,163369,Dom-11,T,skillsdirectory,"A5,Q1,Q3,U1",
playwright-skill,,177.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"A5,A7,G3,Q1,Q2,Q3,R1,R7,R8,S4,U1,U2,X2,X3,X4,X7","A7,G1,G3,I3,Q1,R10,S4,U1,U2,U4,W3,X1,X2,X3,X4,X7"
skyvern,,,2781,317,davepoon,False,2817,Dom-11,T,skillsmp,"C2,I4,Q3,R7,R8,U1,U2,X4",
penpot-uiux-design,,7703.0,30605,3652,github,True,665129,Dom-11,T,skill.sh,"A4,C5,G1,G2,I3,O4,Q1,Q2,Q3,R1,R7,R8,S1,S4,X3,X4,X5,X7,X8","A2,C5,G1,G2,K5,O4,Q4,S1,W3,X1,X3,X4,X5,X8"
gsd-ui-review,,,2781,317,davepoon,False,2817,Dom-11,T,skillsmp,"A4,Q1,R1,R7,U1,X1",
remote-browser,,986.0,89038,10181,browser-use,True,120567,Dom-11,T,skill.sh,"A7,I3,O4,Q1,Q2,R1,R4,R8,U1,U2,X1",
playwriter,,37.0,327,28,brianlovin,False,4155,Dom-11,T,skill.sh,"Q1,Q4,X7,X8","R1,X8"
ios-hig-design,,,1990,269,jeremylongshore,False,2092,Dom-11,T,skillsmp,"A4,A5,C1,C2,I3,K1,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R7,S1,S2,S5,S6,U3,W1,X7,X8","A2,C1,G2,G5,I4,I6,K1,O4,Q3,R1,R5,S1,S2,S6,U2,W3,X1"
agent-browser,,122.0,327,28,brianlovin,False,4155,Dom-11,T,skill.sh,"C5,G1,I3,O4,Q1,Q2,Q3,R1,R7,R8,U1,U3,U4,X1,X3,X4,X7,X8",
shadcn-ui,,11467.0,216,22,giuseppe-trisciuoglio,False,223,Dom-11,T,skill.sh,"O4,Q1,Q2,Q3,R1,R7,X1,X3,X4,X8","G1,G2,I4,K2,O4,Q3,Q4,R1,W1,W3,X1,X3,X4,X7,X8"
cursor-keybindings,,28.0,1990,269,jeremylongshore,False,2092,Dom-11,T,skill.sh,"G5,O4,Q1,Q2,R7,U4,X1",O4
browser-use,,50878.0,89038,10181,browser-use,True,120567,Dom-11,T,skill.sh,"A5,A7,I4,Q1,Q2,R1,R4,R7,R8,R9,U1,U2,X1,X7,X8","U2,X8"
fillout-forms-automation,,,55259,5931,ComposioHQ,True,98912,Dom-11,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
chrome-devtools,,,36462,2244,ChromeDevTools,True,50723,Dom-11,T,skillsmp,"R1,R7,R8,U1,X8",
makepad-2.0-events,,,738,86,ZhangHanDong,False,5784,Dom-11,T,skillsmp,"A4,O4,Q1,Q2,Q3,R1,S1,U3,U4,X3,X8","G1,G2,G5,O4,U2,U4,W3,X1,X8"
screenshot-feature-extractor,,246.0,24807,2453,davila7,False,26056,Dom-11,T,skill.sh,"C5,G1,G3,O3,Q1,R7,U1,X7","C5,G1,X5"
pagerduty-automation,,39.0,2781,317,davepoon,False,2817,Dom-17,T,skill.sh,"A7,I3,I4,O3,Q1,Q3,R7",
windsurf-data-handling,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"I4,Q3,R7,X7,X8",
cohere-webhooks-events,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"A4,C5,I2,O4,Q1,R7,R8,X1,X7,X8",
payhip-automation,,,55259,5931,ComposioHQ,True,98912,Dom-17,T,skillsmp,"I4,O3,Q1,R1,R7,X7",
dataverse-python-usecase-builder,,7123.0,30605,3652,github,True,665129,Dom-17,T,skill.sh,"A3,A7,G1,G2,O3,O4,Q1,Q2,Q3,Q4",
red-team,,,12098,1590,alirezarezvani,False,14432,Dom-17,T,skillsmp,"A3,A4,G1,I3,Q1,Q3,Q4,R7,X1,X3,X5,X8","A2,G1,I4,Q1,Q2,Q3,Q4,R10,R4,X7"
obsidian-incident-runbook,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"I3,K5,O4,Q1,R7,R9,X1,X8","G1,I6,O4,X8"
model-merging,0.0,,7151,552,Orchestra-Research,True,7151,Dom-17,T,skillsdirectory,"O3,O4,Q1,R1,R7,R8,R9,X4,X7,X8","G1,G5,O4,Q2,R1,X4,X8"
flutter-expert,,,24807,2453,davila7,False,26056,Dom-17,F,skillsmp,"C5,G1,Q1,Q4,R7,R8,S3,W2,X3,X7",
smtp-penetration-testing,,,24807,2453,davila7,False,26056,Dom-17,T,skillsmp,"G1,Q1,Q3,R1,R8,R9",
sentry-advanced-troubleshooting,,25.0,1990,269,jeremylongshore,False,2092,Dom-17,T,skill.sh,"A5,Q1,R7,X1,X4,X8","Q1,Q4,U2,X1,X7,X8"
creating-webhook-handlers,,23.0,1990,269,jeremylongshore,False,2092,Dom-17,T,skill.sh,"A4,A7,I3,Q1,R7,R8,X1,X7","A4,A7,I4,X7,X8"
my-pull-requests,,7155.0,30605,3652,github,True,665129,Dom-17,F,skill.sh,"Q1,Q4,R8",
ssh-key-manager,,37.0,1990,269,jeremylongshore,False,2092,Dom-17,F,skill.sh,"G1,X1,X3,X8",
shopify-rate-limits,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"A7,G1,I3,O3,Q1,R7,X7,X8","A7,X8"
hook-development,,,24807,2453,davila7,False,26056,Dom-17,T,skillsmp,"A4,A5,C2,G1,G3,I3,O4,Q1,Q4,R1,R6,R7,R8,X1,X5,X7,X8","A2,A5,G1,G2,G3,O4,Q4,R1,R6,R8,X1,X7,X8"
mcp-builder,,212.0,24807,2453,davila7,False,26056,Dom-17,T,skill.sh,"A5,C5,G1,G2,G3,I3,I4,O4,Q1,Q2,Q3,Q4,R1,R7,R8,X4,X7,X8","A4,C2,C5,G1,G4,I1,I2,I4,O4,Q1,Q2,Q4,R1,R10,R5,R8,U2,W1,W2,W3,X1,X4,X5,X6,X8"
agent-designer,,,12098,1590,alirezarezvani,False,14432,Dom-17,T,skillsmp,"A4,A5,A7,G1,I3,O3,Q2,Q4,R1,R7,X7","A4,A5,A7,G1,G5,I4,Q1,Q2,Q3,Q4,R1,R10,R5,U2,W2,W3,X1,X6,X7"
twoFactor,,,182,24,better-auth,True,32868,Dom-17,T,skillsmp,"C2,Q3,X7,X8",
makepad-2.0-splash,,,738,86,ZhangHanDong,False,5784,Dom-17,T,skillsmp,"A5,C5,I3,Q1,R1,R7,S2,X3,X7,X8","A5,G1,G3,G5,I4,O4,Q1,R1,U2,U3,X1,X3,X8"
team-visual-a11y,,,1845,147,catlog22,False,2012,Dom-17,T,skillsmp,"A5,A7,G1,I3,K1,K6,O4,Q1,Q2,Q3,Q4,R1,R9,U1,X1,X3,X8","A2,A4,A5,A7,G1,K1,O4,Q1,Q4,R1,R10,U1,X3,X8"
strategic-alignment,,,12098,1590,alirezarezvani,False,14432,Dom-17,T,skillsmp,"A3,A4,G1,G2,I3,Q1,Q3,Q4,R1,R7,R9","G1,G2,Q2,Q3,Q4,R1,R10,R5"
mindtickle-ci-integration,,,1990,269,jeremylongshore,False,2092,Dom-17,F,skillsmp,"I4,Q1,R7,R8,X7",
vercel-webhooks-events,,,1990,269,jeremylongshore,False,2092,Dom-17,T,skillsmp,"A4,A7,Q2,Q3,R7,R8,X1,X7,X8","A4,A7,X7,X8"
sendbird-automation,,,55259,5931,ComposioHQ,True,98912,Dom-17,T,skillsmp,"I4,O3,Q1,R1,R7,X7",
graphhopper-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
ably-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
apify-generate-output-schema,0.0,,1944,206,apify,True,42714,Dom-16,T,skillsdirectory,"G1,G2,G5,Q1,Q2,R1,R7,U1,X3",
openrouter-fallback-config,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"Q1,Q2,R1,R7,X1,X8","A7,I4,R1,R5,X7,X8"
test-organization-helper,,26.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",
dashboard-layout-planner,,30.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",
linear-rate-limits,,24.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A5,A7,I4,O3,O4,Q1,R1,X7,X8","A7,G5,O4,Q3"
openevidence-observability,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"A3,A5,Q1",Q1
risk-assessment-creator,,27.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",
recallai-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
palantir-debug-bundle,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"G1,I4,Q3,R7,X1,X7,X8",
approval-workflow-generator,,24.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,Q3,X1",
blueprint,,310.0,162357,25224,affaan-m,False,163369,Dom-16,T,skill.sh,"G2,Q1,R8,X8",
replit-load-scale,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"G1,Q2,R7,R8,X1,X3,X8",
adrapid-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
forecast-generator,,27.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",
updown-io-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
ignisign-automation,,,55259,5931,ComposioHQ,True,98912,Dom-16,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
klingai-ci-integration,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"A5,I4,O3,R1,R7,R8,X1,X4,X7","A3,C2,G5,I4,K4,R1,R5,R8,W1,W3,X4,X5,X6,X7,X8"
building-gitops-workflows,,24.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A4,O4,Q3,R8,X1,X3,X7,X8",
perplexity-debug-bundle,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"I4,Q1,Q3,R7,X1,X7,X8",
groq-observability,,27.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A3,A5,A7,R1,R7,X7",
test-retry-config,,23.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"A7,G1,X1",
navan-observability,,,1990,269,jeremylongshore,False,2092,Dom-16,T,skillsmp,"A5,A7,Q1,Q4,R7,W2,X1,X7,X8","I1,I2,I3,Q4"
pipeline-monitoring-setup,,26.0,1990,269,jeremylongshore,False,2092,Dom-16,T,skill.sh,"G1,X1",
gsd-note,,,2781,317,davepoon,False,2817,Dom-9,T,skillsmp,"Q1,X1",
professional-communication,,129.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"A3,A4,A5,C5,G1,G2,I3,O4,Q1,Q3,Q4,R7,R8,W2,X3,X8","A2,A4,C5,G1,G2,I4,O4,Q3,Q4,R8,W2,X3,X5"
memento-flashcards,,,106078,15187,NousResearch,True,115167,Dom-9,T,skillsmp,"A5,A7,G3,I4,O4,Q1,Q4,R1,X4","G3,G5,O4,Q2,R10,R5,R6,U2,W1,X1,X4,X6,X7"
email-template-generator,,31.0,1990,269,jeremylongshore,False,2092,Dom-9,T,skill.sh,"G1,Q3,X1",
decision-helper,,,106653,15658,Shubhamsaboo,False,108090,Dom-9,T,skillsmp,G1,
elevenlabs-automation,,,55259,5931,ComposioHQ,True,98912,Dom-9,F,skillsmp,"I4,O3,Q1,Q2,R1,R7",
bmad-create-story,,5.0,45240,5359,bmad-code-org,True,45703,Dom-9,T,skill.sh,"G1,G3,I3,Q1,Q2,R1,R5,R7,R9,X7,X8","G1,R1,X1,X8"
form-cro,,125.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"G1,Q1,Q2,Q3,Q4,R1,R8,X3","Q3,Q4"
planning-with-files,,,19202,1717,OthmanAdi,False,19367,Dom-9,T,skillsmp,"A4,A7,C3,G1,G3,O4,Q1,Q2,Q3,R1,R6,R7,R9,U1,W4,X1,X7,X8","A4,A7,G1,G4,O4,Q4,R1,R10,R5,R6,R9,U1,X1,X6,X7,X8"
granola-hello-world,,24.0,1990,269,jeremylongshore,False,2092,Dom-9,T,skill.sh,"G2,I3,K1,Q1,Q2,Q3,Q4,R1,R2,R7,R8,S2,X1",
skill-creator,,,43928,4142,CherryHQ,True,47517,Dom-9,F,skillsmp,"A4,G1,G2,G3,I3,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R7,R9,X1,X6,X7,X8","A5,G1,G3,G4,I4,Q1,Q2,Q3,Q4,R1,R10,R5,R9,U2,X1,X3,X6,X7,X8"
email-drafter,,,106653,15658,Shubhamsaboo,False,108090,Dom-9,T,skillsmp,"C3,G1,G2,I3,O1,Q3,Q4",
meeting-analyzer,,,12098,1590,alirezarezvani,False,14432,Dom-9,T,skillsmp,"G1,Q2,Q3,Q4,R1,R7,R8",
plan-writing,,167.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"G5,R7,U2,X8",
meeting,,,2781,317,davepoon,False,2817,Dom-9,T,skillsmp,"G1,I3,Q1,Q4,R1,R7,X1,X7",
heygen-automation,,,55259,5931,ComposioHQ,True,98912,Dom-9,F,skillsmp,"A5,Q1,R1,R7",
deadline-prep,,,24807,2453,davila7,False,26056,Dom-9,T,skillsmp,"I3,Q2,R7,X3,X8",
granola-performance-tuning,,21.0,1990,269,jeremylongshore,False,2092,Dom-9,T,skill.sh,"G1,K1,Q1,Q3,R1,R7,S2,S6","G1,G5,K4,R8,S2"
fitness-nutrition,,,106078,15187,NousResearch,True,115167,Dom-9,T,skillsmp,"A3,I4,O3,Q1,Q4,R1,R7,X4,X8","I4,Q1,Q4,R1,W1,X7"
speak-core-workflow-b,,,1990,269,jeremylongshore,False,2092,Dom-9,T,skillsmp,"A3,A7,G1,Q1,R1,R7,S2,X1","G1,Q1,R10"
meeting-minutes,,7435.0,30605,3652,github,True,665129,Dom-9,T,skill.sh,"G2,I3,Q1,Q2,Q3,Q4,R1,R4,R7,R8",
office-hours,,,78853,11339,garrytan,False,88771,Dom-9,T,skillsmp,"A2,A3,A4,A5,A7,G1,G2,G3,I3,I4,K6,O3,O4,Q1,Q2,Q3,Q4,R1,R2,R3,R5,R7,R8,U1,X1,X3,X7,X8",
product-manager-toolkit,,228.0,12098,1590,alirezarezvani,False,14432,Dom-9,T,skill.sh,"A3,A5,C2,G1,G2,I3,Q2,Q3,Q4,R1,R7,R8","A2,C2,G1,G2,I4,Q2,Q3,Q4,R1,R10,R5,R8,X5,X6"
ship-learn-next,,126.0,24807,2453,davila7,False,26056,Dom-9,T,skill.sh,"A5,Q1,Q3,Q4",
gws-gmail-send,,6532.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"G2,Q3,R4,R8",
ops-inbox,,,2781,317,davepoon,False,2817,Dom-10,T,skillsmp,"A3,A4,A5,C3,G2,O3,O4,Q1,Q3,Q4,R1,R2,R7,R8,X1,X7,X8","G3,I4,K3,Q3,Q4,R8,X1,X4,X7,X8"
podium-hello-world,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"Q1,Q3,R7,W2,X1,X7,X8",
aws-sdk-java-v2-messaging,,313.0,216,22,giuseppe-trisciuoglio,False,223,Dom-10,T,skill.sh,"A3,A5,A7,C2,G1,K4,O3,O4,Q1,Q3,R1,R7,R8,X1,X3,X7","A4,A5,A7,G1,G5,I4,O4,U2,X1,X3,X7"
retellai-enterprise-rbac,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"A7,I4,Q1,R7,X1,X8","I4,X8"
email-sequence,,20322.0,22551,3630,coreyhaines31,False,22562,Dom-10,T,skill.sh,"A3,Q1,Q3,R1,R7,U4","A2,G1,G2,Q3,Q4,S7,W3,X1"
instantly-automation,,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsmp,"A3,I4,O3,Q1,Q3,R1,R7,R9",
configure-notifications,,,30354,2810,Yeachan-Heo,False,56602,Dom-10,T,skillsmp,"A4,A5,C2,I4,O4,Q1,Q2,R1,R8,X1,X7,X8",
telephony,0.0,,106078,15187,NousResearch,True,115167,Dom-10,T,skillsdirectory,"A3,A4,A5,C2,G1,I4,Q1,Q3,R7,W2,X4,X7","A4,C2,G1,G4,I4,Q4,R10,R5,R6,W1,X1,X6,X7"
recipe-forward-labeled-emails,,4329.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"Q1,Q3,R8",
recipe-label-and-archive-emails,,4463.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"O4,Q1,Q3,R8",
access,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"A4,O4,Q1,R8",
gws-chat,,4720.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"O4,Q1,Q2,Q3,R4",
email-systems,,161.0,24807,2453,davila7,False,26056,Dom-10,T,skill.sh,"A7,O3,Q3",
gws-gmail-watch,,6107.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"A5,O3,O4,Q1,Q3,R8",
add-reactions,,,27598,12502,gavrielc,False,1276,Dom-10,T,skillsmp,"A7,Q1,Q2,R8,X3,X8",
connect,,,55259,5931,ComposioHQ,True,98912,Dom-10,T,skillsmp,"C3,G2,I3,I4,Q1,Q3,R7,R8,X4,X7",
telegram-automation,,42.0,2781,317,davepoon,False,2817,Dom-10,T,skill.sh,"I4,O3,O4,Q1,Q2,R2,R7,X7",
ops-whatsapp-biz,,,2781,317,davepoon,False,2817,Dom-10,T,skillsmp,"A5,I4,O3,Q1,Q2,R1,X1,X7,X8",
recipe-send-team-announcement,,4219.0,25117,1284,googleworkspace,True,43886,Dom-10,T,skill.sh,"C3,Q3,R8",
pushbullet-automation,,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
podium-core-workflow-a,,,1990,269,jeremylongshore,False,2092,Dom-10,T,skillsmp,"A4,Q3,R7,X1,X7,X8",
onesignal-rest-api-automation,,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsmp,"I4,O3,Q1,R1,R7,X7",
msg91-automation,0.0,,55259,5931,ComposioHQ,True,98912,Dom-10,F,skillsdirectory,"I4,O3,Q1,R1,R7,X7",
twilio-communications,,123.0,24807,2453,davila7,False,26056,Dom-10,T,skill.sh,"A4,A7,C2,I3,O3,O4,Q3,R1",
background-removal,,5053.0,356,63,inferen-sh,True,0,Dom-12,T,skill.sh,"Q1,R1,R7,R8,X1,X8",
docx,,78.0,2781,317,davepoon,False,2817,Dom-12,T,skill.sh,"G1,G3,I3,O3,O4,Q1,Q2,Q4,R7,X4","G1,G3,G4,O2,O4,Q4,R1,R10,R5,R9,U2,W3,X1,X3,X4,X6,X8"
morph-ppt,,,22294,1877,iOfficeAI,True,24963,Dom-12,T,skillsmp,"G1,I3,K6,O3,O4,Q1,Q4,R7,U1,X1,X7,X8","A5,C1,G1,G2,G5,I2,O4,Q1,Q3,Q4,R8,S7,U1,X1,X7,X8"
image-manipulation-image-magick,,7428.0,30605,3652,github,True,665129,Dom-12,F,skill.sh,"G5,O3,Q1,Q2,R1,X1,X4",
